Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Recuperar cuenta,,,,2023-09-22 14:52:31,2023-09-22 14:59:54,"7m - 23,459s",FAILED
,,,,,,,
Test Cases/ingreso para prueba,,,,2023-09-22 14:52:31,2023-09-22 14:53:16,"45,322s",PASSED
"startApplication(""C:\Users\Testing\Desktop\katalon\Apk actualizada Android 13\NapoleoN.apk"", true)",,,,2023-09-22 14:52:31,2023-09-22 14:53:15,"43,507s",PASSED
"tap(findTestObject(""Object Repository/Parte1/ingreso solo prueba/android.widget.TextView - Omitir""), 0)",,,,2023-09-22 14:53:15,2023-09-22 14:53:16,"1,418s",PASSED
,,,,,,,
Test Cases/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24,,,,2023-09-22 14:53:16,2023-09-22 14:54:27,"1m - 10,569s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.TextView - Iniciar sesin""), 0)",,,,2023-09-22 14:53:17,2023-09-22 14:53:18,"0,964s",PASSED
"waitForElementPresent(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.TextView - Recuperar Cuenta""), 0)",,,,2023-09-22 14:53:18,2023-09-22 14:53:19,"1,844s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Apodo""), 0)",,,,2023-09-22 14:53:19,2023-09-22 14:53:20,"0,625s",PASSED
"setText(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Apodo (1)""), ""edwin_1324"", 0)",,,,2023-09-22 14:53:20,2023-09-22 14:53:23,"2,952s",PASSED
hideKeyboard(),,,,2023-09-22 14:53:23,2023-09-22 14:53:26,"3,419s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.Button - Recuperar""), 0)",,,,2023-09-22 14:53:26,2023-09-22 14:53:27,"0,467s",PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-09-22 14:53:27,2023-09-22 14:53:32,"5,035s",PASSED
i = 1,,,,2023-09-22 14:53:32,2023-09-22 14:53:32,"0,001s",PASSED
while (i <= 5),,,,2023-09-22 14:53:32,2023-09-22 14:54:03,"31,202s",PASSED
"verifyElementVisible(findTestObject(""Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.TextView - Tu cuenta ha sido recuperada. Gracias por recuperar tu cuenta, ahora puedes chatear de forma privada y segura con tus contactos""), 0)",,,,2023-09-22 14:54:03,2023-09-22 14:54:07,"4,168s",PASSED
