Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
prueba lis,,,,2023-10-05 16:41:59,2023-10-05 16:48:43,"6m - 43,980s",PASSED
,,,,,,,
Test Cases/ingreso para prueba,,,,2023-10-05 16:41:59,2023-10-05 16:42:48,"48,930s",PASSED
"startApplication(""C:\Users\PC-09\Documents\Apk Katalon\app-qa.apk"", true)",,,,2023-10-05 16:42:00,2023-10-05 16:42:44,"44,614s",PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-10-05 16:42:44,2023-10-05 16:42:47,"3,043s",PASSED
"tap(findTestObject(""Object Repository/Parte1/ingreso solo prueba/android.widget.TextView - Omitir""), 0)",,,,2023-10-05 16:42:47,2023-10-05 16:42:48,"0,848s",PASSED
,,,,,,,
Test Cases/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24,,,,2023-10-05 16:42:48,2023-10-05 16:43:58,"1m - 9,501s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.TextView - Iniciar sesin""), 0)",,,,2023-10-05 16:42:49,2023-10-05 16:42:49,"0,815s",PASSED
"waitForElementPresent(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.TextView - Recuperar Cuenta""), 0)",,,,2023-10-05 16:42:49,2023-10-05 16:42:51,"1,831s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Apodo""), 0)",,,,2023-10-05 16:42:51,2023-10-05 16:42:52,"0,525s",PASSED
"setText(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Apodo (1)""), ""edwin_1324"", 0)",,,,2023-10-05 16:42:52,2023-10-05 16:42:55,"3,097s",PASSED
hideKeyboard(),,,,2023-10-05 16:42:55,2023-10-05 16:42:59,"3,933s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.Button - Recuperar""), 0)",,,,2023-10-05 16:42:59,2023-10-05 16:42:59,"0,412s",PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-10-05 16:42:59,2023-10-05 16:43:04,"5,017s",PASSED
i = 1,,,,2023-10-05 16:43:04,2023-10-05 16:43:04,"0,001s",PASSED
while (i <= 5),,,,2023-10-05 16:43:04,2023-10-05 16:43:35,"30,720s",PASSED
"verifyElementVisible(findTestObject(""Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/androidx.appcompat.widget.LinearLayoutCompat""), 0)",,,,2023-10-05 16:43:35,2023-10-05 16:43:37,"1,836s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.Button - Cerrar""), 0)",,,,2023-10-05 16:43:37,2023-10-05 16:43:40,"3,010s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Pin de Acceso""), 0)",,,,2023-10-05 16:43:40,2023-10-05 16:43:41,"0,945s",PASSED
"setText(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Pin de Acceso (1)""), ""0000"", 0)",,,,2023-10-05 16:43:41,2023-10-05 16:43:45,"4,316s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Confirmar nuevo pin de acceso""), 0)",,,,2023-10-05 16:43:45,2023-10-05 16:43:46,"0,920s",PASSED
"setText(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Confirmar nuevo pin de acceso (1)""), ""0000"", 0)",,,,2023-10-05 16:43:46,2023-10-05 16:43:49,"2,591s",PASSED
hideKeyboard(),,,,2023-10-05 16:43:49,2023-10-05 16:43:51,"2,867s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.Button - Recuperar cuenta""), 0)",,,,2023-10-05 16:43:51,2023-10-05 16:43:52,"0,284s",PASSED
"delay(6, STOP_ON_FAILURE)",,,,2023-10-05 16:43:52,2023-10-05 16:43:58,"6,006s",PASSED
,,,,,,,
Test Cases/Tutorial_nuevo,,,,2023-10-05 16:43:58,2023-10-05 16:44:05,"6,829s",PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-10-05 16:43:58,2023-10-05 16:44:03,"5,006s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Tutorial_nuevo/android.widget.FrameLayout""), 0)",,,,2023-10-05 16:44:03,2023-10-05 16:44:04,"1,264s",PASSED
"waitForElementPresent(findTestObject(""Object Repository/Parte1/Tutorial_nuevo/android.widget.TextView - NapoleoN""), 0)",,,,2023-10-05 16:44:04,2023-10-05 16:44:05,"0,237s",PASSED
,,,,,,,
Test Cases/Parte1/Recuperar_cuenta/CPN25,,,,2023-10-05 16:44:05,2023-10-05 16:44:27,"22,205s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN25/android.widget.FrameLayout (2)""), 0)",,ESTABLECER FOTO DE PERFIL,,2023-10-05 16:44:05,2023-10-05 16:44:05,"0,368s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN25/android.widget.ImageButton (1)""), 0)",,,,2023-10-05 16:44:05,2023-10-05 16:44:06,"1,147s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN25/android.widget.LinearLayout""), 0)",,,,2023-10-05 16:44:06,2023-10-05 16:44:07,"1,041s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN25/android.widget.ImageButton (2)""), 0)",,,,2023-10-05 16:44:07,2023-10-05 16:44:09,"1,829s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN25/android.widget.Button""), 0)",,,,2023-10-05 16:44:09,2023-10-05 16:44:12,"3,191s",PASSED
"delay(4, STOP_ON_FAILURE)",,,,2023-10-05 16:44:12,2023-10-05 16:44:16,"4,005s",PASSED
"tap(findTestObject(""Parte1/Recuperar_cuenta/CPN25/android.widget.ImageButton (1)""), 0)",,,,2023-10-05 16:44:16,2023-10-05 16:44:17,"0,816s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN25/android.widget.LinearLayout (1)""), 0)",,,,2023-10-05 16:44:17,2023-10-05 16:44:18,"0,876s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN25/android.widget.ImageView (5)""), 0)",,,,2023-10-05 16:44:18,2023-10-05 16:44:19,"1,210s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN25/android.widget.ImageView (6)""), 0)",,,,2023-10-05 16:44:19,2023-10-05 16:44:21,"1,380s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN25/android.widget.Button (1)""), 0)",,,,2023-10-05 16:44:21,2023-10-05 16:44:22,"1,623s",PASSED
"delay(4, STOP_ON_FAILURE)",,,,2023-10-05 16:44:22,2023-10-05 16:44:26,"4,013s",PASSED
"tap(findTestObject(""Parte1/Recuperar_cuenta/CPN25/android.widget.FrameLayout (3)""), 0)",,,,2023-10-05 16:44:26,2023-10-05 16:44:27,"0,380s",PASSED
,,,,,,,
Test Cases/Parte1/Recuperar_cuenta/CPN27,,,,2023-10-05 16:44:27,2023-10-05 16:44:47,"19,926s",PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-10-05 16:44:27,2023-10-05 16:44:29,"2,014s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN27/android.widget.FrameLayout""), 0)",,,,2023-10-05 16:44:29,2023-10-05 16:44:30,"1,025s",PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-10-05 16:44:30,2023-10-05 16:44:32,"2,013s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN27/android.widget.ImageButton""), 0)",,,,2023-10-05 16:44:32,2023-10-05 16:44:32,"0,362s",PASSED
"clearText(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN27/android.widget.EditText - Disponible prueba edicin total de caracteres""), 0)",,,,2023-10-05 16:44:32,2023-10-05 16:44:34,"1,680s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN27/android.widget.EditText - Ingresa un estado""), 0)",,,,2023-10-05 16:44:34,2023-10-05 16:44:35,"0,849s",PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-10-05 16:44:35,2023-10-05 16:44:37,"2,016s",PASSED
"setText(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN27/android.widget.EditText - Ingresa un estado (1)""), ""Estado de prueba personalizado  123456789 ............"", 0)",,,,2023-10-05 16:44:37,2023-10-05 16:44:39,"1,705s",PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-10-05 16:44:39,2023-10-05 16:44:41,"2,010s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN27/android.widget.Button""), 0)",,,,2023-10-05 16:44:41,2023-10-05 16:44:41,"0,312s",PASSED
"delay(4, STOP_ON_FAILURE)",,,,2023-10-05 16:44:41,2023-10-05 16:44:45,"4,015s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN27/android.widget.ImageButton (1)""), 1)",,,,2023-10-05 16:44:45,2023-10-05 16:44:46,"1,070s",PASSED
"tap(findTestObject(""Parte1/Recuperar_cuenta/CPN27/android.widget.FrameLayout (1)""), 1)",,,,2023-10-05 16:44:46,2023-10-05 16:44:47,"0,512s",PASSED
,,,,,,,
Test Cases/Parte1/Recuperar_cuenta/CPN28,,,,2023-10-05 16:44:47,2023-10-05 16:44:59,"12,315s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN28/android.widget.FrameLayout""), 0)",,,,2023-10-05 16:44:47,2023-10-05 16:44:50,"2,590s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN28/android.widget.ImageButton""), 0)",,,,2023-10-05 16:44:50,2023-10-05 16:44:51,"1,026s",PASSED
"clearText(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN28/android.widget.EditText - Edwin Meneses vbbbbnnmll""), 0)",,,,2023-10-05 16:44:51,2023-10-05 16:44:52,"1,448s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN28/android.widget.EditText""), 0)",,,,2023-10-05 16:44:52,2023-10-05 16:44:53,"0,687s",PASSED
"setText(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN28/android.widget.EditText (1)""), ""Nombre de recuperacion"", 0)",,,,2023-10-05 16:44:53,2023-10-05 16:44:55,"2,025s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN28/android.widget.Button - Aceptar""), 0)",,,,2023-10-05 16:44:55,2023-10-05 16:44:56,"0,814s",PASSED
hideKeyboard(),,,,2023-10-05 16:44:56,2023-10-05 16:44:59,"3,007s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Recuperar_cuenta/CPN28/android.widget.FrameLayout (1)""), 0)",,,,2023-10-05 16:44:59,2023-10-05 16:44:59,"0,370s",PASSED
,,,,,,,
