Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PRUEBA-CPN105.1,,,,2023-06-16 08:17:18,2023-06-16 08:27:15,"9m - 57,328s",FAILED
,,,,,,,
Test Cases/CPNTUTORIAL/CPNTUTORIAL,,,,2023-06-16 08:17:18,2023-06-16 08:18:05,"46,819s",PASSED
"startApplication(""C:\Users\Testing\Desktop\katalon\APK SERVIDOR NUEVO\NapoleoN.apk"", true)",,,,2023-06-16 08:17:19,2023-06-16 08:17:55,"36,045s",PASSED
"verifyElementText(findTestObject(""Object Repository/CPNTUTORIAL/android.widget.FrameLayout (1)""), """")",,,,2023-06-16 08:17:55,2023-06-16 08:17:56,"1,325s",PASSED
"tap(findTestObject(""Object Repository/CPNTUTORIAL/android.widget.TextView - Omitir""), 1)",,,,2023-06-16 08:17:56,2023-06-16 08:17:56,"0,502s",PASSED
pressBack(),,,,2023-06-16 08:17:56,2023-06-16 08:17:57,"1,089s",PASSED
"toggleWifi(""ON"", STOP_ON_FAILURE)",,,,2023-06-16 08:17:57,2023-06-16 08:17:58,"0,638s",PASSED
"tap(findTestObject(""Object Repository/CPNTUTORIAL/android.widget.TextView - Siguiente""), 1)",,,,2023-06-16 08:17:58,2023-06-16 08:17:59,"0,473s",PASSED
"verifyElementText(findTestObject(""CPNTUTORIAL/android.widget.FrameLayout""), """")",,,,2023-06-16 08:17:59,2023-06-16 08:17:59,"0,901s",PASSED
"tap(findTestObject(""Object Repository/CPNTUTORIAL/android.widget.TextView - Siguiente (1)""), 500)",,,,2023-06-16 08:17:59,2023-06-16 08:18:00,"0,424s",PASSED
"verifyElementText(findTestObject(""CPNTUTORIAL/android.widget.FrameLayout""), """")",,,,2023-06-16 08:18:00,2023-06-16 08:18:01,"0,747s",PASSED
"tap(findTestObject(""CPNTUTORIAL/android.widget.TextView - Siguiente (1)""), 500)",,,,2023-06-16 08:18:01,2023-06-16 08:18:01,"0,418s",PASSED
"tap(findTestObject(""CPNTUTORIAL/android.widget.TextView - Siguiente (1)""), 100)",,,,2023-06-16 08:18:01,2023-06-16 08:18:03,"2,018s",PASSED
"verifyElementText(findTestObject(""CPNTUTORIAL/android.widget.FrameLayout""), """")",,,,2023-06-16 08:18:03,2023-06-16 08:18:03,"0,259s",PASSED
"tap(findTestObject(""CPNTUTORIAL/android.widget.TextView - Siguiente (1)""), 1)",,,,2023-06-16 08:18:03,2023-06-16 08:18:04,"0,430s",PASSED
"verifyElementText(findTestObject(""CPNTUTORIAL/android.widget.FrameLayout""), """")",,,,2023-06-16 08:18:04,2023-06-16 08:18:05,"0,824s",PASSED
"tap(findTestObject(""Object Repository/CPNTUTORIAL/android.widget.TextView - Empezar""), 100)",,,,2023-06-16 08:18:05,2023-06-16 08:18:05,"0,379s",PASSED
,,,,,,,
Test Cases/Abrir_App/CPN1,,,,2023-06-16 08:18:05,2023-06-16 08:18:12,"6,771s",PASSED
pressBack(),,,,2023-06-16 08:18:05,2023-06-16 08:18:06,"0,572s",PASSED
