Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
pERFILPROPIO,,,,2023-06-20 17:24:47,2023-06-20 17:27:35,"2m - 48,186s",PASSED
,,,,,,,
Test Cases/ingreso para prueba,,,,2023-06-20 17:24:47,2023-06-20 17:25:55,"1m - 7,438s",PASSED
"startApplication(""C:\Users\Testing\Desktop\katalon\Version nueva\app-debug (2).apk"", true)",,,,2023-06-20 17:24:47,2023-06-20 17:25:31,"43,373s",PASSED
"tap(findTestObject(""Object Repository/ingreso/android.widget.TextView - Omitir""), 0)",,,,2023-06-20 17:25:31,2023-06-20 17:25:32,"1,374s",PASSED
"tap(findTestObject(""Object Repository/ingreso/android.widget.Button - Crear Cuenta""), 0)",,,,2023-06-20 17:25:32,2023-06-20 17:25:33,"1,315s",PASSED
"tap(findTestObject(""Object Repository/ingreso/android.widget.Button - Enviar cdigo de registro""), 0)",,,,2023-06-20 17:25:33,2023-06-20 17:25:35,"1,358s",PASSED
"tap(findTestObject(""Object Repository/ingreso/android.widget.Button - Continuar""), 0)",,,,2023-06-20 17:25:35,2023-06-20 17:25:42,"7,055s",PASSED
"setText(findTestObject(""Object Repository/ingreso/android.widget.EditText - Apodo""), ""libre024"", 0)",,,,2023-06-20 17:25:42,2023-06-20 17:25:47,"4,691s",PASSED
"tap(findTestObject(""Object Repository/ingreso/android.widget.Button - Siguiente""), 0)",,,,2023-06-20 17:25:47,2023-06-20 17:25:48,"1,271s",PASSED
"setText(findTestObject(""Object Repository/ingreso/android.widget.EditText - Pin de Acceso""), ""0000"", 0)",,,,2023-06-20 17:25:48,2023-06-20 17:25:51,"3,217s",PASSED
"setText(findTestObject(""Object Repository/ingreso/android.widget.EditText - Confirmar nuevo pin de acceso""), ""0000"", 0)",,,,2023-06-20 17:25:51,2023-06-20 17:25:54,"2,543s",PASSED
"tap(findTestObject(""Object Repository/ingreso/android.widget.Button - Crear Cuenta (1)""), 0)",,,,2023-06-20 17:25:54,2023-06-20 17:25:55,"0,894s",PASSED
,,,,,,,
Test Cases/CPN250,,,,2023-06-20 17:25:55,2023-06-20 17:26:11,"16,962s",PASSED
"tap(findTestObject(""Object Repository/CPN250/android.widget.ImageView""), 1)",,,,2023-06-20 17:25:55,2023-06-20 17:25:58,"3,064s",PASSED
"tap(findTestObject(""Object Repository/CPN250/android.widget.ImageView (1)""), 1)",,,,2023-06-20 17:25:58,2023-06-20 17:25:59,"1,563s",PASSED
