Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
inicio y ajustes chats,,,,2023-10-03 09:30:58,2023-10-03 09:38:15,"7m - 17,656s",FAILED
,,,,,,,
Test Cases/ingreso para prueba,,,,2023-10-03 09:30:58,2023-10-03 09:31:33,"34,886s",PASSED
"startApplication(""C:\Users\PC-09\Documents\Apk Katalon\app-qa.apk"", true)",,,,2023-10-03 09:30:58,2023-10-03 09:31:32,"33,686s",PASSED
"tap(findTestObject(""Object Repository/Parte1/ingreso solo prueba/android.widget.TextView - Omitir""), 0)",,,,2023-10-03 09:31:32,2023-10-03 09:31:33,"0,844s",PASSED
,,,,,,,
Test Cases/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24,,,,2023-10-03 09:31:33,2023-10-03 09:32:43,"1m - 10,518s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.TextView - Iniciar sesin""), 0)",,,,2023-10-03 09:31:33,2023-10-03 09:31:34,"0,735s",PASSED
"waitForElementPresent(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.TextView - Recuperar Cuenta""), 0)",,,,2023-10-03 09:31:34,2023-10-03 09:31:36,"1,752s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Apodo""), 0)",,,,2023-10-03 09:31:36,2023-10-03 09:31:36,"0,583s",PASSED
"setText(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Apodo (1)""), ""edwin_1324"", 0)",,,,2023-10-03 09:31:36,2023-10-03 09:31:39,"3,234s",PASSED
hideKeyboard(),,,,2023-10-03 09:31:39,2023-10-03 09:31:42,"2,859s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.Button - Recuperar""), 0)",,,,2023-10-03 09:31:42,2023-10-03 09:31:43,"0,458s",PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-10-03 09:31:43,2023-10-03 09:31:48,"5,063s",PASSED
i = 1,,,,2023-10-03 09:31:48,2023-10-03 09:31:48,"0,001s",PASSED
while (i <= 5),,,,2023-10-03 09:31:48,2023-10-03 09:32:19,"31,357s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.FrameLayout""), 0)",,,,2023-10-03 09:32:19,2023-10-03 09:32:20,"0,759s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.Button - Cerrar""), 0)",,,,2023-10-03 09:32:20,2023-10-03 09:32:22,"2,152s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Pin de Acceso""), 0)",,,,2023-10-03 09:32:22,2023-10-03 09:32:24,"2,385s",PASSED
"setText(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Pin de Acceso (1)""), ""0000"", 0)",,,,2023-10-03 09:32:24,2023-10-03 09:32:28,"3,685s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Confirmar nuevo pin de acceso""), 0)",,,,2023-10-03 09:32:28,2023-10-03 09:32:29,"0,857s",PASSED
"setText(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Confirmar nuevo pin de acceso (1)""), ""0000"", 0)",,,,2023-10-03 09:32:29,2023-10-03 09:32:32,"2,807s",PASSED
hideKeyboard(),,,,2023-10-03 09:32:32,2023-10-03 09:32:37,"5,115s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.Button - Recuperar cuenta""), 0)",,,,2023-10-03 09:32:37,2023-10-03 09:32:37,"0,364s",PASSED
"delay(6, STOP_ON_FAILURE)",,,,2023-10-03 09:32:37,2023-10-03 09:32:43,"6,003s",PASSED
,,,,,,,
Test Cases/Tutorial_nuevo,,,,2023-10-03 09:32:43,2023-10-03 09:32:50,"6,692s",PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-10-03 09:32:43,2023-10-03 09:32:48,"5,010s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Tutorial_nuevo/android.widget.FrameLayout""), 0)",,,,2023-10-03 09:32:48,2023-10-03 09:32:49,"0,347s",PASSED
"waitForElementPresent(findTestObject(""Object Repository/Parte1/Tutorial_nuevo/android.widget.TextView - NapoleoN""), 0)",,,,2023-10-03 09:32:49,2023-10-03 09:32:50,"1,085s",PASSED
,,,,,,,
Test Cases/Parte2/Chats/CPN208,,,,2023-10-03 09:32:50,2023-10-03 09:33:31,"41,523s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.FrameLayout""), 0)",,,,2023-10-03 09:32:50,2023-10-03 09:32:51,"0,371s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.LinearLayout""), 0)",,,,2023-10-03 09:32:51,2023-10-03 09:32:52,"1,484s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.LinearLayout (1)""), 0)",,,,2023-10-03 09:32:52,2023-10-03 09:32:53,"0,840s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.LinearLayout (2)""), 0)",,,,2023-10-03 09:32:53,2023-10-03 09:32:54,"0,971s",PASSED
"verifyElementVisible(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.ImageButton""), 0)",,,,2023-10-03 09:32:54,2023-10-03 09:32:55,"1,443s",PASSED
"delay(2, CONTINUE_ON_FAILURE)",,,,2023-10-03 09:32:55,2023-10-03 09:32:57,"2,012s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.ImageButton""), 0)",,,,2023-10-03 09:32:57,2023-10-03 09:32:58,"0,300s",PASSED
"verifyElementVisible(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.ImageButton""), 0)",,,,2023-10-03 09:32:58,2023-10-03 09:32:58,"0,653s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN208/android.widget.ImageButton (1)""), 0)",,tomar foto,,2023-10-03 09:32:58,2023-10-03 09:32:59,"0,306s",PASSED
"delay(3, CONTINUE_ON_FAILURE)",,,,2023-10-03 09:32:59,2023-10-03 09:33:02,"3,010s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN208/android.widget.ImageButton (2)""), 0)",,cancelar,,2023-10-03 09:33:02,2023-10-03 09:33:02,"0,469s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.LinearLayout (1)""), 0)",,,,2023-10-03 09:33:02,2023-10-03 09:33:03,"1,220s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.LinearLayout (2)""), 0)",,,,2023-10-03 09:33:03,2023-10-03 09:33:04,"0,916s",PASSED
"delay(2, CONTINUE_ON_FAILURE)",,,,2023-10-03 09:33:04,2023-10-03 09:33:06,"2,008s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.ImageButton""), 0)",,,,2023-10-03 09:33:06,2023-10-03 09:33:07,"0,325s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.ImageButton""), 0)",,,,2023-10-03 09:33:07,2023-10-03 09:33:07,"0,667s",PASSED
"verifyElementVisible(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.view.ViewGroup""), 0)",,,,2023-10-03 09:33:07,2023-10-03 09:33:08,"0,650s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN208/android.widget.ImageButton (1)""), 0)",,tomar foto,,2023-10-03 09:33:08,2023-10-03 09:33:08,"0,283s",PASSED
"delay(3, CONTINUE_ON_FAILURE)",,,,2023-10-03 09:33:08,2023-10-03 09:33:11,"3,004s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN208/android.widget.ImageButton (2)""), 0)",,cancelar,,2023-10-03 09:33:11,2023-10-03 09:33:11,"0,221s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.LinearLayout (1)""), 0)",,,,2023-10-03 09:33:11,2023-10-03 09:33:13,"1,217s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.LinearLayout (2)""), 0)",,,,2023-10-03 09:33:13,2023-10-03 09:33:14,"0,921s",PASSED
"delay(2, CONTINUE_ON_FAILURE)",,,,2023-10-03 09:33:14,2023-10-03 09:33:16,"2,006s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.ImageButton""), 0)",,,,2023-10-03 09:33:16,2023-10-03 09:33:16,"0,251s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.ImageButton""), 0)",,,,2023-10-03 09:33:16,2023-10-03 09:33:16,"0,692s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.ImageButton""), 0)",,,,2023-10-03 09:33:16,2023-10-03 09:33:17,"0,678s",PASSED
"verifyElementVisible(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.ImageButton""), 0)",,,,2023-10-03 09:33:17,2023-10-03 09:33:18,"0,672s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN208/android.widget.ImageButton (1)""), 0)",,tomar foto,,2023-10-03 09:33:18,2023-10-03 09:33:18,"0,306s",PASSED
"delay(3, CONTINUE_ON_FAILURE)",,,,2023-10-03 09:33:18,2023-10-03 09:33:21,"3,016s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN208/android.widget.ImageButton (2)""), 0)",,cancelar,,2023-10-03 09:33:21,2023-10-03 09:33:21,"0,252s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.LinearLayout (1)""), 0)",,,,2023-10-03 09:33:21,2023-10-03 09:33:23,"1,211s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.LinearLayout (2)""), 0)",,,,2023-10-03 09:33:23,2023-10-03 09:33:23,"0,866s",PASSED
"delay(2, CONTINUE_ON_FAILURE)",,,,2023-10-03 09:33:23,2023-10-03 09:33:25,"2,017s",PASSED
pressBack(),,,,2023-10-03 09:33:25,2023-10-03 09:33:26,"0,370s",PASSED
pressBack(),,,,2023-10-03 09:33:26,2023-10-03 09:33:27,"0,694s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN208/android.widget.FrameLayout (1)""), 0)",,,,2023-10-03 09:33:27,2023-10-03 09:33:27,"0,883s",PASSED
"delay(4, CONTINUE_ON_FAILURE)",,,,2023-10-03 09:33:27,2023-10-03 09:33:31,"4,018s",PASSED
,,,,,,,
Test Cases/Parte2/Chats/CPN209,,,,2023-10-03 09:33:31,2023-10-03 09:34:04,"32,090s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN209/android.widget.FrameLayout""), 0)",,AJUSTES,,2023-10-03 09:33:32,2023-10-03 09:33:32,"0,387s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN209/android.widget.LinearLayout""), 0)",,CHATS,,2023-10-03 09:33:32,2023-10-03 09:33:33,"1,042s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN209/android.widget.LinearLayout (1)""), 0)",,FONDO DE CONVERSACION,,2023-10-03 09:33:33,2023-10-03 09:33:34,"0,829s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN209/android.widget.LinearLayout (2)""), 0)",,OPCION TOMAR FOTO,,2023-10-03 09:33:34,2023-10-03 09:33:35,"0,961s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN209/android.widget.ImageButton""), 0)",,rotar camara,,2023-10-03 09:33:35,2023-10-03 09:33:36,"1,175s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN209/android.widget.ImageButton (1)""), 0)",,tomar foto,,2023-10-03 09:33:36,2023-10-03 09:33:37,"0,998s",PASSED
"delay(3, CONTINUE_ON_FAILURE)",,,,2023-10-03 09:33:37,2023-10-03 09:33:40,"3,007s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN209/android.widget.ImageButton (2)""), 0)",,X,,2023-10-03 09:33:40,2023-10-03 09:33:40,"0,213s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN209/android.widget.LinearLayout (1)""), 0)",,FONDO DE CONVERSACION,,2023-10-03 09:33:40,2023-10-03 09:33:42,"1,277s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN209/android.widget.LinearLayout (2)""), 0)",,,,2023-10-03 09:33:42,2023-10-03 09:33:43,"0,943s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN209/android.widget.ImageButton""), 0)",,,,2023-10-03 09:33:43,2023-10-03 09:33:44,"1,089s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN209/android.widget.ImageButton (3)""), 0)",,,,2023-10-03 09:33:44,2023-10-03 09:33:45,"0,954s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN209/android.widget.ImageButton (1)""), 0)",,TOMAR FOTO,,2023-10-03 09:33:45,2023-10-03 09:33:45,"0,677s",PASSED
"delay(3, CONTINUE_ON_FAILURE)",,,,2023-10-03 09:33:45,2023-10-03 09:33:48,"3,011s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN209/android.widget.ImageButton (2)""), 0)",,,,2023-10-03 09:33:48,2023-10-03 09:33:49,"0,228s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN209/android.widget.LinearLayout (1)""), 0)",,FONDO DE CONVERSACION,,2023-10-03 09:33:49,2023-10-03 09:33:50,"1,215s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN209/android.widget.LinearLayout (2)""), 0)",,,,2023-10-03 09:33:50,2023-10-03 09:33:51,"0,907s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN209/android.widget.ImageButton""), 0)",,,,2023-10-03 09:33:51,2023-10-03 09:33:52,"1,167s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN209/android.widget.ImageButton (3)""), 1)",,,,2023-10-03 09:33:52,2023-10-03 09:33:53,"0,937s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN209/android.widget.ImageButton (3)""), 0)",,,,2023-10-03 09:33:53,2023-10-03 09:33:53,"0,692s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN209/android.widget.ImageButton (1)""), 0)",,,,2023-10-03 09:33:53,2023-10-03 09:33:54,"0,679s",PASSED
"delay(3, CONTINUE_ON_FAILURE)",,,,2023-10-03 09:33:54,2023-10-03 09:33:57,"3,010s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN209/android.widget.ImageButton (2)""), 0)",,,,2023-10-03 09:33:57,2023-10-03 09:33:57,"0,215s",PASSED
pressBack(),,,,2023-10-03 09:33:57,2023-10-03 09:33:59,"1,210s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN209/android.widget.FrameLayout (1)""), 0)",,,,2023-10-03 09:33:59,2023-10-03 09:34:00,"0,937s",PASSED
"delay(4, CONTINUE_ON_FAILURE)",,,,2023-10-03 09:34:00,2023-10-03 09:34:04,"4,011s",PASSED
,,,,,,,
Test Cases/Parte2/Chats/CPN210,,,,2023-10-03 09:34:04,2023-10-03 09:34:16,"12,622s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN210/android.widget.FrameLayout""), 0)",,AJUSTES,,2023-10-03 09:34:04,2023-10-03 09:34:04,"0,354s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN210/android.widget.LinearLayout (1)""), 0)",,CHATS,,2023-10-03 09:34:04,2023-10-03 09:34:05,"0,984s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN210/android.widget.LinearLayout (2)""), 0)",,FONDO DE CONVERSACION,,2023-10-03 09:34:05,2023-10-03 09:34:06,"0,793s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN210/android.widget.LinearLayout (3)""), 0)",,TOMAR FOTOR,,2023-10-03 09:34:06,2023-10-03 09:34:07,"0,960s",PASSED
"tap(findTestObject(""Parte2/Ajustes cuenta/Chats/CPN210/android.widget.SeekBar - 0.0""), 0)",,ZOOM,,2023-10-03 09:34:07,2023-10-03 09:34:08,"1,162s",PASSED
"delay(2, CONTINUE_ON_FAILURE)",,,,2023-10-03 09:34:08,2023-10-03 09:34:10,"2,018s",PASSED
pressBack(),,,,2023-10-03 09:34:10,2023-10-03 09:34:10,"0,358s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN210/android.widget.ImageButton (1)""), 0)",,,,2023-10-03 09:34:10,2023-10-03 09:34:11,"0,829s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN210/android.widget.FrameLayout (1)""), 0)",,,,2023-10-03 09:34:11,2023-10-03 09:34:12,"0,903s",PASSED
"delay(4, STOP_ON_FAILURE)",,,,2023-10-03 09:34:12,2023-10-03 09:34:16,"4,007s",PASSED
,,,,,,,
Test Cases/Parte2/Chats/CPN211,,,,2023-10-03 09:34:16,2023-10-03 09:34:31,"14,346s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN211/android.widget.FrameLayout""), 0)",,,,2023-10-03 09:34:16,2023-10-03 09:34:17,"0,317s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN211/android.widget.LinearLayout""), 0)",,,,2023-10-03 09:34:17,2023-10-03 09:34:18,"0,920s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN211/android.widget.LinearLayout (1)""), 0)",,,,2023-10-03 09:34:18,2023-10-03 09:34:19,"0,836s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN211/android.widget.LinearLayout (2)""), 0)",,,,2023-10-03 09:34:19,2023-10-03 09:34:19,"0,883s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN211/android.widget.ImageButton""), 0)",,,,2023-10-03 09:34:19,2023-10-03 09:34:21,"1,135s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN211/android.widget.ImageButton (1)""), 0)",,,,2023-10-03 09:34:21,2023-10-03 09:34:21,"0,669s",PASSED
"delay(3, CONTINUE_ON_FAILURE)",,,,2023-10-03 09:34:21,2023-10-03 09:34:24,"3,017s",PASSED
pressBack(),,,,2023-10-03 09:34:24,2023-10-03 09:34:24,"0,188s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN211/android.widget.ImageButton (2)""), 0)",,,,2023-10-03 09:34:24,2023-10-03 09:34:26,"1,186s",PASSED
"tap(findTestObject(""Object Repository/Parte2/Ajustes cuenta/Chats/CPN211/android.widget.FrameLayout (1)""), 0)",,,,2023-10-03 09:34:26,2023-10-03 09:34:27,"0,931s",PASSED
"delay(4, CONTINUE_ON_FAILURE)",,,,2023-10-03 09:34:27,2023-10-03 09:34:31,"4,009s",PASSED
,,,,,,,
Test Cases/Parte2/Chats/CPN212,,,,2023-10-03 09:34:31,2023-10-03 09:34:48,"17,795s",PASSED
