Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
prueba lis,,,,2023-09-27 12:18:23,2023-09-27 12:20:45,"2m - 22,409s",PASSED
,,,,,,,
Test Cases/ingreso para prueba,,,,2023-09-27 12:18:23,2023-09-27 12:19:06,"43,031s",PASSED
"startApplication(""C:\Users\Testing\Desktop\katalon\Apk actualizada Android 13\NapoleoN.apk"", true)",,,,2023-09-27 12:18:23,2023-09-27 12:19:05,"41,291s",PASSED
"tap(findTestObject(""Object Repository/Parte1/ingreso solo prueba/android.widget.TextView - Omitir""), 0)",,,,2023-09-27 12:19:05,2023-09-27 12:19:06,"1,414s",PASSED
,,,,,,,
Test Cases/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24,,,,2023-09-27 12:19:06,2023-09-27 12:20:15,"1m - 9,149s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.TextView - Iniciar sesin""), 0)",,,,2023-09-27 12:19:06,2023-09-27 12:19:07,"0,955s",PASSED
"waitForElementPresent(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.TextView - Recuperar Cuenta""), 0)",,,,2023-09-27 12:19:07,2023-09-27 12:19:09,"1,980s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Apodo""), 0)",,,,2023-09-27 12:19:09,2023-09-27 12:19:10,"0,587s",PASSED
"setText(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Apodo (1)""), ""edwin_1324"", 0)",,,,2023-09-27 12:19:10,2023-09-27 12:19:13,"3,069s",PASSED
hideKeyboard(),,,,2023-09-27 12:19:13,2023-09-27 12:19:16,"3,069s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.Button - Recuperar""), 0)",,,,2023-09-27 12:19:16,2023-09-27 12:19:17,"0,478s",PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-09-27 12:19:17,2023-09-27 12:19:22,"5,025s",PASSED
i = 1,,,,2023-09-27 12:19:22,2023-09-27 12:19:22,"0,002s",PASSED
while (i <= 5),,,,2023-09-27 12:19:22,2023-09-27 12:19:52,"30,834s",PASSED
"verifyElementVisible(findTestObject(""Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.TextView - Tu cuenta ha sido recuperada. Gracias por recuperar tu cuenta, ahora puedes chatear de forma privada y segura con tus contactos""), 0)",,,,2023-09-27 12:19:52,2023-09-27 12:19:56,"3,666s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.Button - Cerrar""), 0)",,,,2023-09-27 12:19:56,2023-09-27 12:19:56,"0,264s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Pin de Acceso""), 0)",,,,2023-09-27 12:19:56,2023-09-27 12:20:00,"3,726s",PASSED
"setText(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Pin de Acceso (1)""), ""0000"", 0)",,,,2023-09-27 12:20:00,2023-09-27 12:20:03,"3,247s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Confirmar nuevo pin de acceso""), 0)",,,,2023-09-27 12:20:03,2023-09-27 12:20:04,"0,943s",PASSED
"setText(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.EditText - Confirmar nuevo pin de acceso (1)""), ""0000"", 0)",,,,2023-09-27 12:20:04,2023-09-27 12:20:07,"2,617s",PASSED
hideKeyboard(),,,,2023-09-27 12:20:07,2023-09-27 12:20:09,"2,123s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Iniciar_sesioncorrectamente/CPN22_23_24/android.widget.Button - Recuperar cuenta""), 0)",,,,2023-09-27 12:20:09,2023-09-27 12:20:09,"0,265s",PASSED
"delay(6, STOP_ON_FAILURE)",,,,2023-09-27 12:20:09,2023-09-27 12:20:15,"6,009s",PASSED
,,,,,,,
Test Cases/Tutorial_nuevo,,,,2023-09-27 12:20:15,2023-09-27 12:20:23,"7,421s",PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-09-27 12:20:15,2023-09-27 12:20:20,"5,007s",PASSED
"tap(findTestObject(""Object Repository/Parte1/Tutorial_nuevo/android.widget.FrameLayout""), 0)",,,,2023-09-27 12:20:20,2023-09-27 12:20:22,"1,922s",PASSED
"waitForElementPresent(findTestObject(""Object Repository/Parte1/Tutorial_nuevo/android.widget.TextView - NapoleoN""), 0)",,,,2023-09-27 12:20:22,2023-09-27 12:20:23,"0,264s",PASSED
,,,,,,,
Test Cases/prueba lista,,,,2023-09-27 12:20:23,2023-09-27 12:20:45,"22,560s",PASSED
"delay(3, STOP_ON_FAILURE)",,,,2023-09-27 12:20:23,2023-09-27 12:20:26,"3,005s",PASSED
"tap(findTestObject(""prueba lista/android.widget.FrameLayout""), 0)",,,,2023-09-27 12:20:26,2023-09-27 12:20:27,"0,661s",PASSED
"lista = findTestObject(""Object Repository/prueba lista/androidx.recyclerview.widget.RecyclerView"")",,,,2023-09-27 12:20:27,2023-09-27 12:20:27,"0,037s",PASSED
startX = 0,,,,2023-09-27 12:20:27,2023-09-27 12:20:27,"0,000s",PASSED
startY = 155,,,,2023-09-27 12:20:27,2023-09-27 12:20:27,"0,002s",PASSED
endX = 300,,,,2023-09-27 12:20:27,2023-09-27 12:20:27,"0,000s",PASSED
endY = 800,,,,2023-09-27 12:20:27,2023-09-27 12:20:27,"0,000s",PASSED
"for ([i = 0, i < 3, (i++)])",,,,2023-09-27 12:20:27,2023-09-27 12:20:40,"13,629s",PASSED
"delay(5, STOP_ON_FAILURE)",,,,2023-09-27 12:20:40,2023-09-27 12:20:45,"5,009s",PASSED
