Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PRUEBA,,,,2023-06-01 11:36:32,2023-06-01 11:37:04,"32,204s",FAILED
,,,,,,,
Test Cases/Abrir_App/CPN1,,,,2023-06-01 11:36:32,2023-06-01 11:37:03,"30,954s",FAILED
"startApplication(""C:\Users\Testing\Desktop\katalon\Version nueva\app-debug (2).apk"", true)",,,,2023-06-01 11:36:32,2023-06-01 11:37:03,"30,600s",FAILED
,,,,,,,
Test Cases/CPNTUTORIAL/CPNTUTORIAL,,,,2023-06-01 11:37:03,2023-06-01 11:37:03,"0,384s",FAILED
"verifyElementText(findTestObject(""Object Repository/CPNTUTORIAL/android.widget.FrameLayout (1)""), """")",,,,2023-06-01 11:37:03,2023-06-01 11:37:03,"0,123s",PASSED
,,,,,,,
Test Cases/Abrir_App/CPN2,,,,2023-06-01 11:37:03,2023-06-01 11:37:04,"0,348s",FAILED
pressBack(),,,,2023-06-01 11:37:04,2023-06-01 11:37:04,"0,037s",PASSED
,,,,,,,
Test Cases/Abrir_App/CPN3,,,,2023-06-01 11:37:04,2023-06-01 11:37:04,"0,216s",FAILED
pressBack(),,,,2023-06-01 11:37:04,2023-06-01 11:37:04,"0,003s",PASSED
