Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integracion parte1 y parte 2,,,,2023-06-29 15:17:46,2023-06-29 15:34:40,"16m - 53,890s",FAILED
,,,,,,,
Test Cases/Parte1/INICIAR APP/CPNTUTORIAL/CPNTUTORIAL,,,,2023-06-29 15:17:47,2023-06-29 15:18:39,"52,402s",PASSED
"startApplication(""C:\Users\Testing\Downloads\EncriptacionNN.apk"", true)",,,,2023-06-29 15:17:47,2023-06-29 15:18:29,"42,113s",PASSED
"verifyElementText(findTestObject(""Object Repository/Parte1/INICIAR APP/CPNTUTORIAL/android.widget.FrameLayout (1)""), """")",,,,2023-06-29 15:18:29,2023-06-29 15:18:31,"1,311s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIAR APP/CPNTUTORIAL/android.widget.TextView - Omitir""), 1)",,,,2023-06-29 15:18:31,2023-06-29 15:18:31,"0,459s",PASSED
pressBack(),,,,2023-06-29 15:18:31,2023-06-29 15:18:32,"1,163s",PASSED
"toggleWifi(""ON"", STOP_ON_FAILURE)",,,,2023-06-29 15:18:32,2023-06-29 15:18:33,"0,549s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIAR APP/CPNTUTORIAL/android.widget.TextView - Siguiente""), 1)",,,,2023-06-29 15:18:33,2023-06-29 15:18:33,"0,637s",PASSED
"verifyElementText(findTestObject(""Parte1/INICIAR APP/CPNTUTORIAL/android.widget.FrameLayout""), """")",,,,2023-06-29 15:18:33,2023-06-29 15:18:34,"0,747s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIAR APP/CPNTUTORIAL/android.widget.TextView - Siguiente (1)""), 500)",,,,2023-06-29 15:18:34,2023-06-29 15:18:35,"0,415s",PASSED
"verifyElementText(findTestObject(""Parte1/INICIAR APP/CPNTUTORIAL/android.widget.FrameLayout""), """")",,,,2023-06-29 15:18:35,2023-06-29 15:18:35,"0,877s",PASSED
"tap(findTestObject(""Parte1/INICIAR APP/CPNTUTORIAL/android.widget.TextView - Siguiente (1)""), 500)",,,,2023-06-29 15:18:35,2023-06-29 15:18:36,"0,399s",PASSED
"tap(findTestObject(""Parte1/INICIAR APP/CPNTUTORIAL/android.widget.TextView - Siguiente (1)""), 100)",,,,2023-06-29 15:18:36,2023-06-29 15:18:37,"1,455s",PASSED
"verifyElementText(findTestObject(""Parte1/INICIAR APP/CPNTUTORIAL/android.widget.FrameLayout""), """")",,,,2023-06-29 15:18:37,2023-06-29 15:18:38,"0,259s",PASSED
"tap(findTestObject(""Parte1/INICIAR APP/CPNTUTORIAL/android.widget.TextView - Siguiente (1)""), 1)",,,,2023-06-29 15:18:38,2023-06-29 15:18:38,"0,410s",PASSED
"verifyElementText(findTestObject(""Parte1/INICIAR APP/CPNTUTORIAL/android.widget.FrameLayout""), """")",,,,2023-06-29 15:18:38,2023-06-29 15:18:39,"0,838s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIAR APP/CPNTUTORIAL/android.widget.TextView - Empezar""), 100)",,,,2023-06-29 15:18:39,2023-06-29 15:18:39,"0,362s",PASSED
,,,,,,,
Test Cases/Parte1/INICIAR APP/Abrir_App/CPN1,,,,2023-06-29 15:18:39,2023-06-29 15:18:46,"6,754s",PASSED
pressBack(),,,,2023-06-29 15:18:39,2023-06-29 15:18:40,"0,683s",PASSED
pressBack(),,,,2023-06-29 15:18:40,2023-06-29 15:18:41,"0,754s",PASSED
"toggleWifi(""OFF"", STOP_ON_FAILURE)",,,,2023-06-29 15:18:41,2023-06-29 15:18:42,"1,124s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIAR APP/Abrir_App/CPN1/android.widget.TextView - NapoleoN""), 3000)",,,,2023-06-29 15:18:42,2023-06-29 15:18:43,"1,138s",PASSED
delay(2),,,,2023-06-29 15:18:43,2023-06-29 15:18:45,"2,049s",PASSED
"toggleWifi(""ON"", STOP_ON_FAILURE)",,,,2023-06-29 15:18:45,2023-06-29 15:18:46,"0,774s",PASSED
,,,,,,,
