Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integracion parte1 y parte 2,,,,2023-09-26 13:43:31,2023-09-26 14:03:28,"19m - 56,666s",PASSED
,,,,,,,
Test Cases/Parte1/INICIAR APP/CPNTUTORIAL/CPNTUTORIAL,,,,2023-09-26 13:43:31,2023-09-26 13:45:20,"1m - 48,621s",PASSED
"startApplication(""C:\Users\Testing\Desktop\katalon\Apk actualizada Android 13\NapoleoN.apk"", true)",,,,2023-09-26 13:43:32,2023-09-26 13:44:21,"49,153s",PASSED
"verifyElementText(findTestObject(""Object Repository/Parte1/INICIAR APP/CPNTUTORIAL/android.widget.FrameLayout (1)""), """")",,,,2023-09-26 13:44:21,2023-09-26 13:44:22,"1,378s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIAR APP/CPNTUTORIAL/android.widget.TextView - Omitir""), 1)",,,,2023-09-26 13:44:22,2023-09-26 13:44:23,"0,501s",PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-09-26 13:44:23,2023-09-26 13:44:25,"2,051s",PASSED
pressBack(),,,,2023-09-26 13:44:25,2023-09-26 13:44:26,"1,104s",PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-09-26 13:44:26,2023-09-26 13:44:28,"2,018s",PASSED
"startApplication(""C:\Users\Testing\Desktop\katalon\Apk actualizada Android 13\NapoleoN.apk"", true)",,,,2023-09-26 13:44:28,2023-09-26 13:45:10,"41,744s",PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-09-26 13:45:10,2023-09-26 13:45:12,"2,012s",PASSED
"toggleWifi(""ON"", STOP_ON_FAILURE)",,,,2023-09-26 13:45:12,2023-09-26 13:45:13,"0,727s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIAR APP/CPNTUTORIAL/android.widget.TextView - Siguiente""), 1)",,,,2023-09-26 13:45:13,2023-09-26 13:45:14,"1,293s",PASSED
"verifyElementText(findTestObject(""Parte1/INICIAR APP/CPNTUTORIAL/android.widget.FrameLayout""), """")",,,,2023-09-26 13:45:14,2023-09-26 13:45:15,"1,000s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIAR APP/CPNTUTORIAL/android.widget.TextView - Siguiente (1)""), 500)",,,,2023-09-26 13:45:15,2023-09-26 13:45:15,"0,434s",PASSED
"verifyElementText(findTestObject(""Parte1/INICIAR APP/CPNTUTORIAL/android.widget.FrameLayout""), """")",,,,2023-09-26 13:45:15,2023-09-26 13:45:16,"0,761s",PASSED
"tap(findTestObject(""Parte1/INICIAR APP/CPNTUTORIAL/android.widget.TextView - Siguiente (1)""), 500)",,,,2023-09-26 13:45:16,2023-09-26 13:45:17,"0,454s",PASSED
"tap(findTestObject(""Parte1/INICIAR APP/CPNTUTORIAL/android.widget.TextView - Siguiente (1)""), 100)",,,,2023-09-26 13:45:17,2023-09-26 13:45:18,"1,479s",PASSED
"verifyElementText(findTestObject(""Parte1/INICIAR APP/CPNTUTORIAL/android.widget.FrameLayout""), """")",,,,2023-09-26 13:45:18,2023-09-26 13:45:18,"0,303s",PASSED
"tap(findTestObject(""Parte1/INICIAR APP/CPNTUTORIAL/android.widget.TextView - Siguiente (1)""), 1)",,,,2023-09-26 13:45:18,2023-09-26 13:45:19,"0,475s",PASSED
"verifyElementText(findTestObject(""Parte1/INICIAR APP/CPNTUTORIAL/android.widget.FrameLayout""), """")",,,,2023-09-26 13:45:19,2023-09-26 13:45:20,"0,859s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIAR APP/CPNTUTORIAL/android.widget.TextView - Empezar""), 100)",,,,2023-09-26 13:45:20,2023-09-26 13:45:20,"0,348s",PASSED
,,,,,,,
Test Cases/Parte1/INICIAR APP/Abrir_App/CPN1,,,,2023-09-26 13:45:20,2023-09-26 13:45:28,"8,113s",PASSED
pressBack(),,,,2023-09-26 13:45:20,2023-09-26 13:45:22,"1,885s",PASSED
pressBack(),,,,2023-09-26 13:45:22,2023-09-26 13:45:23,"0,576s",PASSED
"toggleWifi(""OFF"", STOP_ON_FAILURE)",,,,2023-09-26 13:45:23,2023-09-26 13:45:24,"1,020s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIAR APP/Abrir_App/CPN1/android.widget.TextView - NapoleoN""), 3000)",,,,2023-09-26 13:45:24,2023-09-26 13:45:25,"1,080s",PASSED
delay(2),,,,2023-09-26 13:45:25,2023-09-26 13:45:27,"2,028s",PASSED
"toggleWifi(""ON"", STOP_ON_FAILURE)",,,,2023-09-26 13:45:27,2023-09-26 13:45:28,"1,294s",PASSED
,,,,,,,
Test Cases/Parte1/INICIAR APP/Abrir_App/CPN2,,,,2023-09-26 13:45:28,2023-09-26 13:45:34,"5,713s",PASSED
pressBack(),,,,2023-09-26 13:45:28,2023-09-26 13:45:29,"0,831s",PASSED
pressBack(),,,,2023-09-26 13:45:29,2023-09-26 13:45:30,"0,594s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIAR APP/Abrir_App/CPN2/android.widget.TextView - NapoleoN""), 500)",,,,2023-09-26 13:45:30,2023-09-26 13:45:30,"0,472s",PASSED
"toggleWifi(""off"", STOP_ON_FAILURE)",,,,2023-09-26 13:45:30,2023-09-26 13:45:32,"1,556s",PASSED
"delay(2, STOP_ON_FAILURE)",,,,2023-09-26 13:45:32,2023-09-26 13:45:34,"2,010s",PASSED
,,,,,,,
Test Cases/Parte1/INICIAR APP/Abrir_App/CPN3,,,,2023-09-26 13:45:34,2023-09-26 13:45:53,"18,888s",PASSED
pressBack(),,,,2023-09-26 13:45:34,2023-09-26 13:45:35,"0,804s",PASSED
pressBack(),,,,2023-09-26 13:45:35,2023-09-26 13:45:35,"0,534s",PASSED
"toggleWifi(""ON"", STOP_ON_FAILURE)",,,,2023-09-26 13:45:35,2023-09-26 13:45:36,"0,891s",PASSED
delay(4),,,,2023-09-26 13:45:36,2023-09-26 13:45:40,"4,014s",PASSED
"toggleWifi(""OFF"", STOP_ON_FAILURE)",,,,2023-09-26 13:45:40,2023-09-26 13:45:41,"0,962s",PASSED
"tap(findTestObject(""Parte1/INICIAR APP/Abrir_App/CPN1/android.widget.TextView - NapoleoN""), 0)",,,,2023-09-26 13:45:41,2023-09-26 13:45:42,"0,706s",PASSED
"tap(findTestObject(""Parte1/INICIAR APP/Abrir_App/CPN3/android.widget.Button - Crear Cuenta""), 0)",,,,2023-09-26 13:45:42,2023-09-26 13:45:44,"1,738s",PASSED
delay(3),,,,2023-09-26 13:45:44,2023-09-26 13:45:47,"3,014s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIAR APP/Abrir_App/CPN3/android.widget.Button - Enviar cdigo de registro""), 0)",,,,2023-09-26 13:45:47,2023-09-26 13:45:48,"0,908s",PASSED
delay(3),,,,2023-09-26 13:45:48,2023-09-26 13:45:51,"3,013s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIAR APP/Abrir_App/CPN3/android.widget.Button - OK""), 0)",,,,2023-09-26 13:45:51,2023-09-26 13:45:52,"1,159s",PASSED
"toggleWifi(""ON"", STOP_ON_FAILURE)",,,,2023-09-26 13:45:52,2023-09-26 13:45:53,"0,921s",PASSED
,,,,,,,
Test Cases/Parte1/INICIA_SESION_APODO_INEXISTENTE3.1/CPN20,,,,2023-09-26 13:45:53,2023-09-26 13:46:22,"28,858s",PASSED
delay(4),,,,2023-09-26 13:45:53,2023-09-26 13:45:57,"4,011s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.ImageButton""), 1)",,,,2023-09-26 13:45:57,2023-09-26 13:45:57,"0,364s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.TextView - Iniciar sesin""), 1)",,,,2023-09-26 13:45:57,2023-09-26 13:45:58,"1,009s",PASSED
"verifyElementText(findTestObject(""Object Repository/Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.TextView - Recuperar Cuenta""), ""Recuperar Cuenta"")",,,,2023-09-26 13:45:58,2023-09-26 13:46:00,"1,655s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.EditText - Apodo""), 1)",,,,2023-09-26 13:46:00,2023-09-26 13:46:01,"0,546s",PASSED
"setText(findTestObject(""Object Repository/Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.EditText - Apodo (1)""), ""AUTOMATIZACION"", 0)",,,,2023-09-26 13:46:01,2023-09-26 13:46:05,"4,086s",PASSED
hideKeyboard(),,,,2023-09-26 13:46:05,2023-09-26 13:46:08,"3,145s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.Button - Recuperar""), 1)",,,,2023-09-26 13:46:08,2023-09-26 13:46:08,"0,388s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.RadioButton - No eleg esta pregunta""), 400)",,,,2023-09-26 13:46:08,2023-09-26 13:46:10,"1,480s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.Button - Siguiente""), 200)",,,,2023-09-26 13:46:10,2023-09-26 13:46:11,"1,552s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.Button - Siguiente (1)""), 200)",,,,2023-09-26 13:46:11,2023-09-26 13:46:12,"0,364s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.RadioGroup""), 100)",,,,2023-09-26 13:46:12,2023-09-26 13:46:12,"0,351s",PASSED
"tap(findTestObject(""Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.Button - Siguiente (1)""), 200)",,,,2023-09-26 13:46:12,2023-09-26 13:46:13,"0,843s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.RadioGroup (1)""), 1)",,,,2023-09-26 13:46:13,2023-09-26 13:46:14,"0,911s",PASSED
"tap(findTestObject(""Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.Button - Siguiente (1)""), 100)",,,,2023-09-26 13:46:14,2023-09-26 13:46:15,"0,864s",PASSED
"tap(findTestObject(""Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.Button - Siguiente (1)""), 400)",,,,2023-09-26 13:46:15,2023-09-26 13:46:15,"0,892s",PASSED
"tap(findTestObject(""Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.RadioGroup (1)""), 200)",,,,2023-09-26 13:46:15,2023-09-26 13:46:16,"0,315s",PASSED
"tap(findTestObject(""Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.Button - Siguiente (1)""), 400)",,,,2023-09-26 13:46:16,2023-09-26 13:46:17,"1,499s",PASSED
"tap(findTestObject(""Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.RadioGroup (1)""), 400)",,,,2023-09-26 13:46:17,2023-09-26 13:46:18,"0,337s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.Button - Finalizar""), 200)",,,,2023-09-26 13:46:18,2023-09-26 13:46:18,"0,845s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/androidx.appcompat.widget.LinearLayoutCompat""), 200)",,,,2023-09-26 13:46:18,2023-09-26 13:46:20,"1,391s",PASSED
"tap(findTestObject(""Object Repository/Parte1/INICIA_SESION_APODO_INEXISTENTE/CPN20/android.widget.Button - Cerrar""), 200)",,,,2023-09-26 13:46:20,2023-09-26 13:46:20,"0,296s",PASSED
